set_number,set_title,term,meaning,mnemonic,part_of_speech,example,synonyms
5,Set 05,Undermine,অবমূল্যায়ন / ক্ষয় করা,UNDER MINE (নিজের) control,,Constant criticism can undermine a child's confidence.,"erode, subvert, sabotage, enfeeble, sap, counteract"
5,Set 05,Utterly,পুরোপুরি,উত্তরা একটা আলাদা শহর enTiRELY,,The plan was utterly impractical.,"absolutely, radically, stark, bigly"
5,Set 05,Weary,ক্লান্ত বোধ হওয়া / দেখানো,WEARY due to worry,,"After the long shift, she felt utterly weary.","sapped, prostrate, enervated, jaded, knackered, pooped, tire"
5,Set 05,Zealous,প্রবল উদ্দীপনাপূর্ণ,ZEAL,,He is a zealous supporter of the local team.,"fervent, ardent, fervid, zestful, perfervid"
6,Set 06,Admonish,সতর্ক করা / শাঁসানো,ADMin is to puNISH,,The teacher admonished the students for arriving late.,"castigate, lambaste, berate, carpet, objurgate, rebuke"
6,Set 06,Aesthetic,নান্দনিক,ArTisTIC,,The gallery was praised for its refined aesthetic appeal.,"ornamental, graceful, attractive, stylish, artistic"
6,Set 06,Affectation,পটানোর জন্য ভান করা,ArTificial AFFECTION,,His posh accent was a mere affectation to impress the guests.,"pretension, pretence, ostentation, grandiosity, superciliousness, masquerade, charade, feigning"
6,Set 06,Alleviate,উপশম করা / কমানো,Elevator reduces leg pain,,The medicine helped alleviate her chronic back pain.,"diminish, assuage, palliate, quell, abate, pacify, placate, extenuate, mollify"
6,Set 06,Analogous,"সাদৃশ্যপূর্ণ, কিন্তু একই না",Analog ঘড়ির কাটা দেখতে সাদৃশ্যপূর্ণ,,The human heart is analogous to a mechanical pump.,"parallel, kindred, cognate, homologous"
6,Set 06,Bolster,শক্তিশালী করা,Booster Dose bolsters,,New evidence bolstered the prosecutor's case.,"reinforce, fortify, buttress, revitalize, invigorate"
6,Set 06,Chauvinistic,উগ্র জাতীয়তাবাদী,CHA of my UNIVerSiTy,,His chauvinistic remarks offended the entire team.,
6,Set 06,Connoisseur,শিল্প সমঝদার,COiN NOISE UR,,She is a connoisseur of fine wine and rare art.,"pundit, savant, aesthete, epicure, gastronome, maven"
6,Set 06,Dissemble,আলাদা করা / ছদ্মবেশ ধারণ করা,Disguising Assemble,,He tried to dissemble his disappointment with a forced smile.,"dissimulate, feign, masquerade, counterfeit, pose, posture, shroud, deceive"
6,Set 06,Dogged,ঘাড়ত্যাড়া,কুকুরের লেজের মতন ত্যাড়া,,Her dogged determination finally earned her the scholarship.,"tenacious, pertinacious, obdurate, steadfast, staunch, laborious, indurate, persistent"
6,Set 06,Dupe,প্রতারণা করা,DUPlicatE,,The scammer duped hundreds of investors out of their savings.,"hoodwink, gull, ensnare, beguile, bamboozle, finagle, euchre, simpleton, stooge, patsy, schlemiel"
6,Set 06,Empirical,অভিজ্ঞতামূলক,Empire চালানোর জন্য দরকার exPeRIence,,The theory is supported by strong empirical evidence.,"observed, factual, verifiable, pragmatic, heuristic, data-based"
6,Set 06,Engender,উৎপাদন করা,ENcounter of opposite GENDERs = children,,Poverty can engender feelings of hopelessness.,"incite, kindle, instigate, foment, beget, enkindle, effectuate, procreate, call forth, spawn"
6,Set 06,Entitled,সত্ত্বাধিকারী,EN (এই নেন) TITLE,,"As a member, you are entitled to a discount.","denominate, accredit, enfranchise, capacitate, eligible"
6,Set 06,Pertinacious,একগুঁয়ে / স্থিরপ্রতিজ্ঞ,TeeNager দের PaRTy করার Determination,,His pertinacious pursuit of the truth annoyed his rivals.,"tenacious, assiduous, dogged, indefatigable, insistent, implacable, mulish, obstinate, obdurate, intransigent, intractable, refractory, unyielding"
6,Set 06,Presumptuous,Over Confident / সীমালঙ্ঘনকারী,PRE Assume,,It was presumptuous of him to answer on her behalf.,"brazen, audacious, pert, impertinent, insolent, impudent, bumptious, impetuous, forward"
6,Set 06,Probity,নৈতিক দৃঢ়তা,PROBlem এর ইতি,,The judge was admired for her unquestionable probity.,"rectitude, virtue, equity, ethics"
6,Set 06,Proliferate,দ্রুত বাড়ানো,PRO LIFE RATE,,Fake news tends to proliferate on social media.,"snowball, burgeon, escalate"
6,Set 06,Specious,বিশ্বাসযোগ্য হলেও মিথ্যা,SuspiCIOUS,,His argument sounded convincing but was ultimately specious.,"misleading, deceptive, fallacious, slanderous"
6,Set 06,Spurious,জাল / ভেজাল,S-PUREious,,The website sells spurious versions of branded watches.,"bogus, specious, factitious, feigned, contrived, fictitious, fallacious, meretricious, phoney, adulterine, counterfeit"
6,Set 06,Subjective,আপেক্ষিক / বৈষয়িক,SUBJECT is relaTIVE,,Beauty is largely a subjective judgment.,"intuitive, impressionistic, biased, prejudiced, bigoted, idiosyncratic, irrational"
6,Set 06,Subvert,প্রতিষ্ঠিত নিয়মকে তুচ্ছ করা / পতন ঘটানো,SUB (নিচে) + verb = নিচে ফেলা,,The coup attempted to subvert the elected government.,"oust, sabotage, undermine, debase, vitiate"
6,Set 06,Timorous,ভীতু / আত্মবিশ্বাসহীন,Timor বাসীর মত Nervous,,The timorous intern was afraid to speak in meetings.,"apprehensive, quaking, diffident, bashful, reticent, timid, wimpish, recreant"
6,Set 06,Tortuous,জটিল / অতি দীর্ঘ,TORTUre for US,,We drove along a tortuous mountain road for hours.,"sinuous, undulating, circuitous, labyrinthine, anfractuous, flexuous, intricate, involved, knotty"
6,Set 06,Tractable,সহজে মানানো যায় এমন,TRACK-এ রাখতে ABLE,,The new puppy proved surprisingly tractable during training.,"malleable, compliant, tame, meek, gullible, obsequious, sycophantic, susceptible"
6,Set 06,Transient,ক্ষণস্থায়ী,in Transit of an airport,,Fame in the music industry is often transient.,"transitory, ephemeral, evanescent, mutable, fugacious, momentary, fleeting, drifter"
6,Set 06,Ubiquitous,সর্বব্যাপী / সর্বত্র বিরাজমান,You (U) belong (BI) with US until you QUIT,,Smartphones have become ubiquitous in modern life.,"omnipresent, pervasive, prevalent, predominant, inescapable"
6,Set 06,Underscore,গুরুত্ব দেওয়া,UNDERline the score,,The accident underscores the need for better safety rules.,
6,Set 06,Venal,দূর্নীতিপরায়ণ / অপরাধপ্রবণ,Very PENAL (শাস্তিযোগ্য),,The venal official accepted bribes to approve permits.,"grafting, fraudulent, unscrupulous, mercenary, avaricious, rapacious, simoniac"
6,Set 06,Venerate,পূজার মত শ্রদ্ধা / ভক্তি করা,V (ভক্তি) gENErate,,Many cultures venerate their ancestors.,"adulate, deify, exalt, extol, aggrandize, lionize, laud"
7,Set 07,Appease,শান্ত করা / উপশম করা,APpeal for PEAcE,,The company offered refunds to appease angry customers.,"assuage, conciliate, placate, pacify, propitiate, palliate, mollify, tranquillize"
7,Set 07,Arbitrary,খেয়ালখুশি মত,AR (আর) না BInARY,,The referee's arbitrary decision changed the match.,"capricious, whimsical, erratic, haphazard, wanton, autocratic"
7,Set 07,Archaic,প্রাচীন / সেকেলে,Archaeology এর মতন,,The contract used archaic legal language no one understood.,"obsolete, anachronistic, defunct"
7,Set 07,Clamorous,কোলাহলপূর্ণ,"gLAMOROUS নায়িকা আসায়, CLAMOROUS পরিস্থিতি",,A clamorous crowd gathered outside the stadium.,"vociferous, raucous, rackety, tumultuous, importunate, insistent, vehement"
7,Set 07,Dearth,অভাব,DEATH causing scarcity / Decreasing EARTH,,There is a dearth of clean drinking water in the region.,"paucity, sparseness, scantiness, destitution, privation, exiguity"
7,Set 07,Explicable,ব্যাখ্যাযোগ্য / বোঝা যায় এমন,Explain Able,,His sudden anger was perfectly explicable given the insult.,"accountable, intelligible, exponible"
7,Set 07,Hyperbole,বাড়িয়ে বলা কথা,HYPER (বেশি) BOLE (বলে),,Saying he waited a thousand years is obvious hyperbole.,"exaggeration, embroidery, embellishment, puffery"
7,Set 07,Immutable,অপরিবর্তনীয়,Impossible to Mutate,,The laws of physics are considered immutable.,"rigid, entrenched, indelible, ineradicable, perpetual"
7,Set 07,Indefatigable,অদম্য,IN DEFATe Able,,The indefatigable volunteers worked through the night.,"indomitable, persistent, tenacious, dogged, assiduous, industrious"
7,Set 07,Indolent,অলস,INDian people are lazy to rENT,,The indolent cat slept all afternoon in the sun.,"apathetic, lethargic, languid, torpid, plodding, lax"
7,Set 07,Insular,অন্তরক / সংকীর্ণ দৃষ্টি,IN (Not) SEcULAR,,Living abroad cured him of his insular attitudes.,"parochial, myopic, dogmatic, rigid, entrenched, prejudiced, bigoted, partisan, xenophobic"
7,Set 07,Intransigent,স্থিরপ্রতিজ্ঞ / একরোখা,IN (না) TRANSfer,,The union remained intransigent during the negotiations.,"obstinate, obdurate, inexorable, inveterate, adamant, tenacious, indurate, stubborn, inflexible, entrenched, unyielding"
7,Set 07,Intrepid,নির্ভীক,IN (না) TRaP (ফাঁদ),,The intrepid explorer crossed the frozen tundra alone.,"dauntless, unabashed, audacious, mettlesome, valiant, stalwart"
7,Set 07,Irreverent,শ্রদ্ধাহীন,IR (না) REVERENT (সম্মান),,His irreverent jokes about the ceremony shocked the elders.,"disdainful, scornful, contemptuous, insolent, impudent, impertinent, presumptuous, saucy"
7,Set 07,Loathe,খুবই অপছন্দ করা,LOw THought,,She loathes waking up early on weekends.,"abhor, abominate, execrate, abhorrence, antipathy, animosity, malice, enmity, aversion"
7,Set 07,Malign,ক্ষতি করা / গীবত করা,বোলার Malinga এর মত ক্ষতিকর,,Rivals tried to malign his reputation with false rumors.,"inimical, malevolent, malignant, injurious, spiteful, malicious, malefic, vilify, slander"
7,Set 07,Malleable,নমনীয় / সহজে মানানো যায় এমন,female are ABLE to mold MALE,,"Gold is a soft, malleable metal.","pliable, tractable, docile, complaisant, plastic, flexible, elastic"
7,Set 07,Neophyte,সদ্যশিক্ষিত / নবিশ,New Faith,,"As a neophyte in coding, she made a few beginner mistakes.","novice, initiate, fledgling, apprentice, probationer, tenderfoot"
7,Set 07,Plastic,নমনীয় / অপ্রাকৃতিক,"ওস্তাদ, বাঁয়ে প্লাস্টিক!",,The clay was soft and plastic in the sculptor's hands.,"artificial, unnatural, moulded, shaping"
7,Set 07,Platitude,অতিরিক্ত ব্যবহৃত বুলি,PLAin AtTITUDE,,The speech was full of tired platitudes about hard work.,"cliché, truism, commonplace, banality"
7,Set 07,Prescient,দূরদর্শী,Predict like Scientist,,Her prescient warning about the crash proved correct.,"prophetic, clairvoyant, prognostic, oracular, sibylline"
7,Set 07,Pristine,পবিত্র / পরিষ্কার,PRIST এর মত no sIN,,The mountain lake was pristine and untouched.,"immaculate, flawless, unsullied, undefiled, sacred"
7,Set 07,Reproach,তিরস্কার করা / বকা দেওয়া,RE aPPROACH,,His mother's reproach made him regret the lie.,"chide, reprimand, admonish, chastise, berate, castigate, lambaste, censure"
